st_mun_id,cases,death,covid19,coviddeath,male,indigenous,usmer,hospital,edad,state,class
20107,30,2,12,2,17,1,21,14,43.933334,20,3
20113,1,0,0,0,1,0,0,1,53,20,1
20115,11,1,3,0,5,0,5,5,40.545456,20,2
20117,1,0,0,0,1,1,0,1,67,20,1
20124,5,0,4,0,1,1,1,2,21.4,20,1
20134,1,0,0,0,0,0,1,1,26,20,1
20135,2,1,0,0,1,0,0,1,17,20,2
20143,1,0,1,0,1,0,1,1,51,20,1
20150,4,0,1,0,3,0,1,3,51,20,1
20153,1,1,1,1,0,0,0,1,18,20,3
20156,1,0,0,0,0,1,0,0,47,20,1
20157,15,1,1,1,10,0,4,3,44,20,3
20160,1,0,0,0,1,0,0,0,27,20,1
20164,1,0,0,0,1,0,1,1,39,20,1
20166,4,0,1,0,1,0,0,2,51.25,20,1
20171,3,1,2,1,2,3,0,2,61.666668,20,3
20174,6,0,1,0,4,0,1,1,45,20,1
20175,1,1,1,1,1,0,1,1,74,20,3
20177,4,2,1,1,1,0,0,2,48.75,20,3
20178,4,0,1,0,1,0,4,0,31.25,20,1
20184,100,14,39,11,50,5,48,34,45.169998,20,3
20188,3,0,2,0,1,2,0,3,14.666667,20,1
20190,4,0,2,0,2,1,0,4,27,20,1
20192,1,0,0,0,1,0,0,1,36,20,1
20193,1,0,0,0,1,0,0,1,66,20,1
20198,1,0,0,0,0,0,0,0,29,20,1
20211,1,0,0,0,1,0,1,1,57,20,1
20215,1,0,0,0,1,0,1,0,32,20,1
20217,1,0,0,0,0,1,0,1,90,20,1
20227,8,0,1,0,4,1,3,0,28.25,20,1
20230,5,0,0,0,5,0,5,0,29.200001,20,1
20232,4,1,1,0,2,1,3,4,29,20,2
20234,1,0,0,0,1,1,0,1,46,20,1
20237,2,0,0,0,0,0,1,0,25.5,20,1
20244,1,0,1,0,1,0,0,0,21,20,1
20254,1,0,1,0,0,0,0,0,20,20,1
20265,1,0,0,0,0,0,0,1,0,20,1
20266,1,0,0,0,0,0,1,0,39,20,1
20268,2,0,0,0,2,0,1,0,29,20,1
20269,2,0,1,0,2,1,0,1,51,20,1
20277,6,1,0,0,3,1,1,3,37.166668,20,2
20278,3,2,2,1,2,1,2,2,46,20,3
20283,1,1,1,1,1,0,0,1,92,20,3
20289,3,0,3,0,2,0,1,2,62.333332,20,1
20290,1,0,0,0,0,0,1,0,24,20,1
20292,2,0,0,0,1,0,2,1,68,20,1
20293,11,0,2,0,2,0,6,0,36.636364,20,1
20294,4,1,2,0,4,0,2,2,45.75,20,2
20295,1,0,0,0,1,0,0,1,100,20,1
20298,2,1,0,0,1,1,1,2,46.5,20,2
20302,1,0,1,0,1,1,0,1,47,20,1
20304,1,0,0,0,0,0,0,1,0,20,1
20305,1,0,1,0,0,0,0,1,27,20,1
20307,2,1,0,0,1,0,1,2,37,20,2
20308,1,0,0,0,0,0,0,1,31,20,1
20309,1,0,0,0,1,0,0,1,34,20,1
20310,9,0,2,0,3,1,6,3,32,20,1
20318,17,1,7,0,11,1,0,2,35.588234,20,2
20320,1,1,1,1,1,1,0,1,54,20,3
20324,14,1,2,1,5,0,10,2,33.642857,20,3
20325,2,0,0,0,1,2,0,0,60.5,20,1
20333,2,0,0,0,1,1,1,1,17,20,1
20334,3,0,0,0,2,0,0,3,40.333332,20,1
20337,2,0,1,0,2,0,1,1,35,20,1
20338,9,0,1,0,6,1,6,2,41.888889,20,1
20339,2,0,1,0,0,0,2,0,27,20,1
20340,3,0,1,0,1,1,0,1,69,20,1
20342,2,1,0,0,2,0,2,1,48,20,2
20349,1,0,1,0,0,0,0,0,22,20,1
20350,13,0,2,0,8,0,7,3,42.76923,20,1
20359,1,0,0,0,0,1,0,0,63,20,1
20363,1,0,1,0,0,0,0,0,42,20,1
20364,1,0,0,0,1,0,1,1,80,20,1
20369,1,0,0,0,1,0,0,0,31,20,1
20375,4,0,2,0,2,0,4,2,47,20,1
20378,1,0,0,0,0,0,0,1,0,20,1
20385,56,1,16,1,22,0,31,10,40.5,20,3
20389,1,1,0,0,0,1,0,1,61,20,2
20390,36,0,6,0,18,6,18,14,35.555557,20,1
20392,1,0,0,0,1,1,0,1,79,20,1
20393,1,0,0,0,1,1,0,1,46,20,1
20397,20,1,6,0,11,1,19,6,36.099998,20,2
20399,38,4,14,3,18,1,22,14,41.947369,20,3
20401,1,0,0,0,0,0,0,1,34,20,1
20403,3,0,1,0,1,0,3,1,35.666668,20,1
20409,11,1,1,0,6,0,6,2,44.545456,20,2
20410,1,0,0,0,1,1,0,1,59,20,1
20413,42,3,10,2,15,0,22,10,40.261906,20,3
20414,1,0,0,0,1,0,0,1,51,20,1
20415,1,0,0,0,1,0,0,1,27,20,1
20418,2,0,0,0,1,0,0,1,36,20,1
20425,1,0,1,0,0,1,0,0,45,20,1
20426,1,1,0,0,0,1,1,1,80,20,2
20431,1,0,0,0,0,0,0,1,25,20,1
20434,2,0,1,0,2,0,0,1,39.5,20,1
20437,2,0,0,0,1,0,2,1,32,20,1
20439,1,0,0,0,0,0,1,0,29,20,1
20445,1,0,1,0,0,0,1,1,29,20,1
20447,2,0,0,0,0,1,0,2,18.5,20,1
20450,2,0,2,0,2,2,1,1,52,20,1
20458,1,0,0,0,1,0,1,1,74,20,1
20462,4,0,0,0,1,0,3,1,44,20,1
20467,4,0,0,0,3,0,2,4,61.75,20,1
20469,15,2,3,2,9,6,2,7,45.066666,20,3
20470,1,0,0,0,0,0,0,1,60,20,1
20474,1,0,0,0,0,0,0,0,33,20,1
20475,1,0,0,0,0,1,1,0,33,20,1
20476,1,0,0,0,1,0,0,0,20,20,1
20482,7,0,3,0,4,1,1,4,43.285713,20,1
20483,4,1,1,1,1,0,3,2,44.75,20,3
20484,1,0,0,0,1,0,0,1,87,20,1
20492,1,0,1,0,1,0,0,1,65,20,1
20497,1,0,0,0,1,1,1,1,41,20,1
20500,3,0,0,0,2,1,1,3,44,20,1
20508,1,0,0,0,1,0,0,1,33,20,1
20515,16,3,2,1,10,2,4,7,40.5,20,3
20520,1,0,0,0,0,0,0,1,57,20,1
20525,1,0,0,0,0,0,0,0,59,20,1
20526,1,0,0,0,1,0,0,1,15,20,1
20530,1,0,0,0,1,1,0,1,48,20,1
20531,2,1,0,0,0,0,1,2,17.5,20,2
20537,2,0,0,0,1,0,1,1,51,20,1
20539,2,0,1,0,2,0,2,2,55.5,20,1
20540,5,1,2,1,3,0,2,2,42.799999,20,3
20545,4,1,1,0,3,2,1,4,46.25,20,2
20546,2,0,0,0,2,2,1,0,64.5,20,1
20547,1,0,0,0,0,0,0,1,76,20,1
20549,3,0,1,0,2,1,2,1,65.333336,20,1
20550,1,0,0,0,0,0,1,0,29,20,1
20551,5,0,2,0,3,1,1,2,35,20,1
20553,6,0,1,0,2,0,4,0,39.833332,20,1
20557,9,1,3,1,5,2,3,7,56.111111,20,3
20559,2,0,0,0,2,0,0,2,80.5,20,1
20560,1,0,0,0,0,0,0,0,38,20,1
20565,25,4,6,1,9,3,12,11,46.68,20,3
20566,1,1,0,0,1,0,1,1,79,20,2
20570,4,1,2,1,2,1,1,2,59.5,20,3
21001,11,2,7,2,5,0,10,9,49.18182,21,3
21002,1,0,0,0,0,0,1,1,36,21,1
21003,16,0,3,0,10,0,14,7,51,21,1
21004,15,1,8,1,10,0,9,11,46.599998,21,3
21005,2,2,1,1,2,0,2,1,66,21,3
21006,2,0,0,0,2,1,1,1,36,21,1
21007,1,0,0,0,1,0,1,0,67,21,1
21008,3,1,1,1,1,0,3,2,58,21,3
21009,1,0,1,0,1,0,0,1,71,21,1
21010,14,2,5,2,8,5,13,10,47.42857,21,3
21013,6,1,1,1,1,3,6,4,44.833332,21,3
21014,1,0,0,0,0,0,0,0,29,21,1
21015,28,1,10,1,14,0,10,10,48.67857,21,3
21017,3,1,3,1,2,2,3,0,56.333332,21,3
21019,62,7,19,7,31,0,30,36,47.209679,21,3
21021,1,0,0,0,0,0,0,1,53,21,1
21022,2,1,1,1,1,0,2,2,71,21,3
21025,2,0,0,0,1,1,2,2,52,21,1
21026,3,0,2,0,0,0,1,3,49.333332,21,1
21029,1,0,0,0,0,1,0,0,23,21,1
21030,1,0,0,0,1,0,1,1,47,21,1
21032,1,0,0,0,0,0,0,1,78,21,1
21034,12,2,7,2,6,0,5,4,43.583332,21,3
21035,12,0,0,0,5,1,9,2,39.666668,21,1
21037,1,1,1,1,1,0,1,1,78,21,3
21038,1,0,1,0,1,0,0,1,58,21,1
21040,1,0,0,0,1,0,1,1,59,21,1
21041,46,2,14,2,20,0,15,10,44.108696,21,3
21043,10,0,2,0,2,2,9,7,32.5,21,1
21044,6,1,3,1,3,0,5,4,48.166668,21,3
21045,12,0,3,0,5,0,8,4,46.166668,21,1
21046,2,0,1,0,1,0,2,2,35.5,21,1
21047,28,2,12,2,13,1,6,4,37.464287,21,3
21048,11,0,5,0,8,0,4,9,47.090908,21,1
21049,1,0,0,0,0,0,1,1,1,21,1
21050,2,1,0,0,1,0,1,2,32,21,2
21051,20,1,5,0,10,0,7,10,41.700001,21,2
21052,1,0,0,0,1,0,0,0,23,21,1
21053,21,3,7,0,13,0,14,10,38.857143,21,2
21054,4,0,2,0,3,0,4,4,38.75,21,1
21056,1,1,1,1,1,0,0,0,64,21,3
21057,1,0,0,0,0,0,0,0,26,21,1
21058,9,2,5,2,6,2,3,7,46.555557,21,3
21059,2,0,1,0,1,0,1,0,68.5,21,1
21060,3,2,2,1,3,0,1,2,68.666664,21,3
21062,2,0,0,0,0,0,2,1,65.5,21,1
21063,2,1,2,1,2,0,1,2,63.5,21,3
21064,1,0,1,0,1,0,0,0,59,21,1
21067,7,3,4,2,6,0,3,4,61.57143,21,3
21069,8,2,4,1,2,0,7,4,49.625,21,3
21070,1,0,0,0,0,1,0,0,56,21,1
21071,54,6,25,5,39,1,38,37,47.314816,21,3
21072,4,1,1,0,3,2,1,2,62,21,2
21073,7,2,4,1,3,0,2,4,45.857143,21,3
21074,47,3,22,2,27,0,9,14,42.340427,21,3
21076,1,0,0,0,1,0,1,0,35,21,1
21079,1,0,1,0,1,0,0,1,59,21,1
21082,9,0,3,0,3,0,8,1,27.666666,21,1
21083,4,0,1,0,1,0,2,1,46.75,21,1
21084,2,0,0,0,1,1,0,0,45,21,1
21085,93,5,37,4,44,3,56,24,41.494625,21,3
21086,1,0,1,0,0,0,0,1,58,21,1
21087,2,0,1,0,2,0,2,0,45.5,21,1
21088,1,0,1,0,1,0,0,0,25,21,1
21090,6,0,2,0,3,0,2,3,31,21,1
21091,1,0,0,0,1,0,1,1,42,21,1
21092,1,0,0,0,0,0,1,1,56,21,1
21094,20,1,3,1,10,1,15,6,37.349998,21,3
21095,1,0,0,0,0,0,0,0,34,21,1
21096,3,0,0,0,3,0,0,3,34.333332,21,1
21097,1,0,1,0,1,0,0,1,60,21,1
21099,1,0,0,0,0,0,1,1,71,21,1
21100,5,2,3,2,2,5,3,3,58.200001,21,3
21104,2,0,0,0,1,0,0,0,25,21,1
21105,1,0,0,0,0,0,1,1,5,21,1
21106,21,2,13,2,9,0,10,13,48.809525,21,3
21107,1,0,1,0,0,0,0,0,52,21,1
21108,3,1,1,1,2,0,2,2,54,21,3
21110,6,0,1,0,3,0,3,5,26.166666,21,1
21112,1,0,0,0,0,0,1,0,51,21,1
21113,2,1,1,1,1,0,0,1,78.5,21,3
21114,2176,92,676,74,1114,11,818,724,43.26149,21,3
21115,5,3,2,2,5,0,4,4,37.599998,21,3
21116,3,0,2,0,1,0,2,2,37.333332,21,1
21117,4,0,2,0,3,0,2,3,41.25,21,1
21118,6,1,5,1,2,0,3,3,59.833332,21,3
21119,199,11,61,8,114,2,65,59,43.361809,21,3
21122,6,0,4,0,4,0,4,5,57,21,1
21123,1,0,1,0,0,1,1,1,60,21,1
21124,6,0,0,0,1,1,4,3,35.333332,21,1
21125,4,0,2,0,3,0,2,2,56,21,1
21127,1,0,1,0,1,0,1,1,64,21,1
21128,3,0,2,0,3,0,1,2,34,21,1
21129,1,1,1,1,1,1,1,1,42,21,3
21132,88,2,35,2,61,0,43,46,50.079544,21,3
21134,10,0,4,0,6,0,3,2,44,21,1
21135,2,0,1,0,2,0,0,1,67.5,21,1
21136,10,0,2,0,5,0,1,5,44.900002,21,1
21137,1,0,0,0,1,0,1,0,24,21,1
21138,6,1,4,1,4,0,1,5,43,21,3
21139,2,0,1,0,1,0,2,0,45.5,21,1
21140,166,6,45,5,73,2,111,30,43.23494,21,3
21141,2,1,1,1,1,0,1,2,60.5,21,3
21142,17,1,7,1,4,0,1,6,54.529411,21,3
21143,17,1,8,1,7,1,10,8,47.235294,21,3
21144,9,0,1,0,6,0,3,3,47.111111,21,1
21148,3,2,2,1,2,0,3,2,59,21,3
21149,2,0,0,0,0,0,1,1,44,21,1
21150,1,0,0,0,1,0,1,0,94,21,1
21151,1,0,1,0,1,0,0,1,24,21,1
21152,1,0,0,0,0,0,0,0,65,21,1
21153,10,2,5,2,4,0,8,8,56.799999,21,3
21154,26,4,10,2,14,0,14,13,46.807693,21,3
21155,4,0,2,0,1,0,2,3,50.5,21,1
21156,211,13,35,6,94,9,179,46,41.066349,21,3
21157,4,1,0,0,2,0,2,3,53.75,21,2
21158,1,0,0,0,0,0,1,1,32,21,1
21161,5,1,0,0,1,1,3,3,59.200001,21,2
21163,5,0,2,0,2,0,4,2,45.599998,21,1
21164,19,0,8,0,11,0,12,10,44.210526,21,1
21166,2,0,2,0,1,0,1,2,71.5,21,1
21167,1,0,0,0,1,0,1,1,56,21,1
21169,9,1,4,1,4,0,4,2,44.888889,21,3
21170,3,0,1,0,0,0,2,1,47.666668,21,1
21172,3,0,1,0,2,0,2,0,44.666668,21,1
21174,36,4,7,1,15,1,30,17,46.083332,21,3
21175,1,1,0,0,1,0,1,1,73,21,2
21176,4,0,0,0,2,0,3,1,48.75,21,1
21177,7,1,3,0,5,0,5,3,44.142857,21,2
21179,4,0,1,0,4,0,0,1,37.75,21,1
21180,5,0,2,0,1,0,4,3,54.599998,21,1
21181,1,1,0,0,1,0,0,0,41,21,2
21182,2,0,0,0,1,0,2,2,73,21,1
21183,1,1,0,0,1,0,1,1,24,21,2
21185,4,1,3,0,1,0,1,2,43.5,21,2
21186,10,0,0,0,2,0,5,6,55.5,21,1
21188,2,0,0,0,1,1,1,1,60,21,1
21189,2,0,1,0,1,0,0,1,67,21,1
21191,16,1,10,1,9,0,4,2,50.625,21,3
21194,5,0,3,0,2,0,4,5,48.799999,21,1
21196,1,0,0,0,1,0,1,1,66,21,1
21197,11,0,6,0,7,0,5,8,47.81818,21,1
21199,3,1,2,1,3,0,3,3,53,21,3
21201,1,0,0,0,0,0,0,0,32,21,1
21202,3,0,1,0,1,0,0,0,29.666666,21,1
21205,3,2,3,2,1,0,2,3,56.666668,21,3
21207,11,2,6,1,4,1,7,9,44,21,3
21208,20,1,5,0,14,1,16,8,46.549999,21,2
21211,4,1,2,1,2,0,2,1,52,21,3
21212,7,1,2,1,5,0,2,4,47.57143,21,3
21213,1,0,0,0,0,0,0,0,1,21,1
21214,10,2,5,2,7,7,8,6,48.099998,21,3
21217,1,0,1,0,1,1,1,1,41,21,1
22001,7,3,3,2,5,0,7,5,44.714287,22,3
22002,9,1,0,0,3,0,8,5,33,22,2
22003,7,0,0,0,4,0,2,1,34.857143,22,1
22004,23,3,4,2,11,0,21,14,42.652172,22,3
22005,12,1,2,0,8,0,10,7,50,22,2
22006,94,1,26,1,50,0,60,18,39.404255,22,3
22007,7,1,2,1,2,0,6,5,39.714287,22,3
22008,3,0,0,0,1,0,2,0,36,22,1
22009,22,2,3,0,15,0,20,6,41.227272,22,2
22011,85,2,18,1,39,0,52,23,35.929413,22,3
22012,16,2,5,0,8,0,13,9,38.375,22,2
22013,4,1,0,0,2,0,4,2,67,22,2
22014,920,37,238,19,455,3,665,256,41.78587,22,3
22015,1,0,0,0,1,0,0,0,63,22,1
22016,129,4,35,1,59,1,91,36,41.007751,22,3
22017,19,0,4,0,9,0,16,7,40.578949,22,1
22018,3,0,1,0,2,0,3,2,43.666668,22,1
23001,69,12,23,7,37,7,19,45,47.927536,23,3
23002,16,1,4,1,9,4,16,10,40.0625,23,3
23003,18,1,13,1,10,0,13,6,41.666668,23,3
23004,133,12,36,6,79,2,45,70,44.007519,23,3
23005,1616,223,909,176,899,52,1002,691,43.240719,23,3
23006,12,3,3,2,2,5,11,9,43.25,23,3
23007,15,1,5,1,8,4,11,7,43.599998,23,3
23008,433,44,219,32,249,5,273,201,41.780602,23,3
23009,22,4,12,3,15,1,14,9,46.31818,23,3
23010,10,0,1,0,3,0,4,9,44.599998,23,1
23011,4,0,2,0,3,0,3,1,45.5,23,1
24001,5,1,1,0,4,0,0,1,33.799999,24,2
24002,2,0,0,0,2,0,0,2,68.5,24,1
24003,56,1,11,1,22,31,8,9,34.44643,24,3
24005,6,0,0,0,4,0,2,1,33.666668,24,1
24006,2,0,0,0,2,0,0,0,43.5,24,1
24007,12,0,0,0,2,0,1,1,43.083332,24,1
24008,8,0,0,0,1,0,2,3,45.5,24,1
24009,15,1,7,1,9,0,0,2,41.933334,24,3
24010,3,0,1,0,1,0,2,2,39,24,1
24011,52,1,7,1,23,0,23,6,38.634617,24,3
24012,6,1,2,1,2,2,1,1,39.833332,24,3
24013,319,3,49,0,133,3,157,40,37.974922,24,2
24014,4,2,1,1,0,3,0,3,67,24,3
24015,14,0,0,0,5,0,1,5,33.357143,24,1
24016,14,1,0,0,4,0,5,4,33.92857,24,2
24017,17,0,0,0,10,1,4,3,28.647058,24,1
24018,12,0,2,0,7,6,0,1,48.25,24,1
24019,1,0,0,0,1,0,1,0,61,24,1
24020,89,6,4,0,44,0,13,17,38.876404,24,2
24021,48,1,7,1,22,0,10,8,37.875,24,3
24022,7,0,0,0,5,0,0,4,53.857143,24,1
24023,4,0,0,0,2,0,4,3,55,24,1
24024,76,5,3,0,37,0,40,21,43.710526,24,2
24025,7,0,0,0,3,0,1,5,28.714285,24,1
24026,4,0,0,0,2,0,1,2,33,24,1
24027,6,0,0,0,3,0,5,3,33.833332,24,1
24028,1341,20,163,8,643,2,331,237,38.651752,24,3
24029,10,1,1,0,6,2,3,1,42.200001,24,2
24030,4,0,0,0,0,0,0,0,18,24,1
24031,6,0,0,0,5,3,5,3,46,24,1
24032,48,1,6,1,20,0,5,4,39.9375,24,3
24033,5,0,0,0,3,0,0,0,38.200001,24,1
24034,1,0,0,0,0,0,0,0,27,24,1
24035,202,7,39,2,97,1,60,54,40.103962,24,3
24036,21,2,4,0,10,1,9,11,46.904762,24,2
24037,117,3,29,0,61,18,18,18,42.589745,24,2
24038,6,0,0,0,3,1,2,0,34,24,1
24039,6,1,1,0,4,1,0,1,53.333332,24,2
24040,21,2,1,0,10,0,9,5,48.619049,24,2
24041,11,0,0,0,3,4,2,1,38.727272,24,1
24042,16,0,0,0,5,2,0,0,27.5625,24,1
24043,11,0,5,0,5,0,2,2,38.909092,24,1
24044,4,0,0,0,1,1,0,2,30,24,1
24045,3,0,0,0,2,0,1,2,32.666668,24,1
24046,10,1,3,1,5,0,1,1,22.9,24,3
24047,5,1,0,0,3,0,2,4,31.4,24,2
24048,3,0,0,0,2,0,0,1,58,24,1
24049,10,1,1,1,5,0,6,5,53.700001,24,3
24050,20,2,1,0,12,0,5,5,33.950001,24,2
24051,17,1,1,0,8,0,6,9,57.529411,24,2
24052,4,1,0,0,3,0,0,1,34.25,24,2
24053,35,0,2,0,16,9,1,10,39,24,1
24054,27,0,4,0,16,8,1,9,45,24,1
24055,4,0,0,0,4,0,0,1,36,24,1
24056,15,0,4,0,8,0,0,1,31.266666,24,1
24057,14,1,2,1,9,5,3,4,38.214287,24,3
24058,22,0,1,0,5,0,2,3,31.40909,24,1
25001,574,36,224,28,296,4,93,205,44.728222,25,3
25002,34,2,10,2,15,0,1,11,43.735294,25,3
25003,21,1,12,1,10,0,3,12,57.333332,25,3
25004,2,0,0,0,2,0,0,1,39,25,1
25005,13,1,5,0,4,0,2,4,46.46154,25,2
25006,2380,222,1024,162,1197,4,897,733,44.782352,25,3
25007,8,0,2,0,2,0,0,3,49,25,1
25008,14,2,4,1,7,0,7,10,44.142857,25,3
25009,31,4,10,4,15,0,18,16,47.129032,25,3
25010,58,7,13,3,32,4,14,30,48.844826,25,3
25011,229,14,65,5,113,1,144,76,44.703056,25,3
25012,584,32,224,18,290,5,151,177,44.72089,25,3
25013,26,1,13,1,19,0,6,12,55.846153,25,3
25014,14,1,6,1,10,0,3,7,49.785713,25,3
25015,132,3,30,3,64,0,4,33,48.409092,25,3
25016,8,0,3,0,5,0,2,4,60,25,1
25017,25,1,14,1,13,1,9,9,51.279999,25,3
25018,153,27,57,21,76,3,45,77,46.490196,25,3
26001,1,0,0,0,0,0,1,1,65,26,1
26002,50,3,14,0,21,0,24,14,42.82,26,2
26003,3,0,0,0,1,0,3,3,62.666668,26,1
26004,15,0,1,0,9,0,14,2,43.333332,26,1
26005,1,0,0,0,0,0,0,0,36,26,1
26008,1,0,0,0,0,0,1,1,71,26,1
26012,6,1,0,0,2,0,5,2,51.333332,26,2
26013,1,1,0,0,1,0,1,1,73,26,2
26014,1,0,0,0,1,0,0,0,32,26,1
26015,1,0,1,0,1,0,1,0,30,26,1
26016,1,0,0,0,1,0,1,1,55,26,1
26017,164,6,28,3,74,2,144,36,42.17683,26,3
26018,322,10,87,4,156,2,237,68,41.127331,26,3
26019,33,0,12,0,14,0,30,14,40.78788,26,1
26020,1,0,1,0,1,0,1,1,41,26,1
26023,1,0,0,0,1,0,1,0,64,26,1
26025,14,2,0,0,6,0,7,7,40.714287,26,2
26026,19,0,5,0,9,1,13,7,46.36842,26,1
26027,1,0,0,0,0,0,0,1,61,26,1
26029,71,2,25,2,36,2,49,24,39.478874,26,3
26030,1167,25,232,7,589,11,946,222,38.256214,26,3
26032,1,0,0,0,1,0,1,0,53,26,1
26033,66,4,16,3,30,6,45,21,44.424244,26,3
26034,1,0,0,0,0,0,0,0,42,26,1
26035,1,0,0,0,1,0,1,1,65,26,1
26036,18,3,2,2,8,0,16,10,51.777779,26,3
26038,3,0,0,0,1,0,3,0,44.333332,26,1
26039,1,0,0,0,0,0,1,1,56,26,1
26041,15,0,2,0,7,0,4,2,37.933334,26,1
26042,115,6,31,0,61,2,93,40,45.313042,26,2
26043,279,11,70,6,144,4,241,76,41.817204,26,3
26044,1,0,0,0,1,0,1,1,53,26,1
26045,3,1,1,1,1,0,3,1,49.333332,26,3
26047,9,0,0,0,6,0,9,2,35.555557,26,1
26048,26,4,4,0,17,0,16,14,46.346153,26,2
26052,3,0,0,0,1,0,2,0,59.333332,26,1
26055,359,12,150,10,186,1,201,112,43.718662,26,3
26058,5,0,0,0,2,0,4,1,50.599998,26,1
26060,5,1,3,1,1,0,5,1,46.599998,26,3
26064,1,0,0,0,0,0,1,0,31,26,1
26065,1,0,0,0,0,0,0,0,76,26,1
26066,2,0,0,0,1,0,2,1,52,26,1
26067,1,0,0,0,1,0,0,0,35,26,1
26068,3,0,1,0,3,0,3,1,39.333332,26,1
26070,4,0,1,0,1,0,4,1,44,26,1
26071,1,0,0,0,1,0,1,1,46,26,1
26072,1,0,0,0,1,0,1,0,9,26,1
27001,34,1,7,1,16,0,15,3,42.764706,27,3
27002,209,22,117,19,122,1,149,90,45.081341,27,3
27003,71,2,37,2,44,1,12,27,41.619717,27,3
27004,2860,174,1241,148,1538,35,855,580,45.344406,27,3
27005,206,20,97,19,111,4,107,63,46.635921,27,3
27006,129,5,65,5,89,4,25,23,44.829456,27,3
27007,29,0,8,0,19,0,1,2,41.931034,27,1
27008,85,14,54,14,47,0,54,46,49.35294,27,3
27009,84,7,42,5,47,0,15,12,45.095238,27,3
27010,131,6,63,6,68,1,14,11,42.335876,27,3
27011,11,0,2,0,5,0,1,3,44.090908,27,1
27012,129,21,79,20,70,2,44,46,44.868217,27,3
27013,317,19,128,11,160,22,96,70,43.287067,27,3
27014,142,8,71,8,90,1,29,35,44.612675,27,3
27015,37,2,16,2,21,0,3,10,45.756756,27,3
27016,58,5,28,4,35,1,51,11,45.810345,27,3
27017,49,2,11,2,22,0,2,3,41.32653,27,3
28001,2,0,0,0,1,0,0,0,74.5,28,1
28002,46,1,5,1,24,0,0,2,33.434784,28,3
28003,120,2,42,0,74,0,15,14,38.433334,28,2
28004,2,0,0,0,0,0,0,2,80,28,1
28006,3,0,0,0,0,0,0,1,33,28,1
28007,12,0,1,0,3,0,0,0,48.333332,28,1
28008,1,0,0,0,1,0,0,1,0,28,1
28009,308,3,133,1,181,1,136,26,42.863636,28,3
28010,1,0,0,0,1,0,0,1,86,28,1
28011,6,0,1,0,1,0,0,1,33.833332,28,1
28012,15,0,1,0,6,0,0,3,35.533333,28,1
28013,15,1,4,1,11,0,0,2,35.799999,28,3
28015,2,0,0,0,1,0,1,1,63.5,28,1
28016,5,0,0,0,3,0,0,2,20.200001,28,1
28017,11,0,0,0,5,0,0,0,30.272728,28,1
28018,1,0,0,0,1,0,0,1,87,28,1
28019,1,0,0,0,0,0,0,1,51,28,1
28020,1,0,0,0,1,0,1,1,54,28,1
28021,153,3,13,2,70,0,0,33,42.601307,28,3
28022,823,25,177,13,395,6,0,150,39.481167,28,3
28024,1,0,0,0,1,0,1,1,76,28,1
28025,9,0,0,0,2,0,0,0,40.444443,28,1
28026,1,0,0,0,0,0,0,0,59,28,1
28027,427,15,75,10,239,1,2,61,38.833725,28,3
28028,5,0,0,0,4,0,0,0,39.799999,28,1
28029,4,0,0,0,3,0,0,3,36.25,28,1
28030,10,0,1,0,2,0,0,0,32.599998,28,1
28032,441,21,67,7,197,4,151,123,40.564625,28,3
28033,95,4,21,1,37,1,7,26,41.915791,28,3
28034,3,1,0,0,1,0,0,2,57.333332,28,2
28035,33,1,0,0,20,0,0,10,48.18182,28,2
28037,23,1,1,0,8,0,0,1,32.95652,28,2
28038,397,9,162,7,237,1,137,51,43.314861,28,3
28039,40,1,4,1,24,1,2,6,29.6,28,3
28040,42,1,3,0,17,0,0,8,45.761906,28,2
28041,1187,5,145,5,578,2,79,41,40.682392,28,3
28043,77,1,7,1,39,0,0,9,42.20779,28,3
29001,12,0,2,0,5,0,3,1,44,29,1
29002,24,0,5,0,12,0,15,8,39,29,1
29003,7,0,3,0,4,0,6,0,42,29,1
29004,6,0,1,0,1,0,2,2,58.666668,29,1
29005,151,8,36,6,73,1,111,35,44.364239,29,3
29006,47,4,20,4,26,0,28,26,42.61702,29,3
29007,12,0,1,0,5,0,0,3,37.166668,29,1
29008,6,1,4,1,2,0,2,3,43.5,29,3
29009,6,0,1,0,3,0,3,0,39.333332,29,1
29010,115,6,25,5,55,0,63,20,42.286957,29,3
29012,3,0,0,0,3,0,3,1,31.333334,29,1
29013,90,7,25,5,46,1,28,23,42.322224,29,3
29014,38,5,21,4,16,0,15,16,46.815788,29,3
29015,41,1,15,1,19,0,24,11,43.024391,29,3
29016,7,0,2,0,3,0,3,0,38.857143,29,1
29017,4,1,3,1,2,0,3,2,53.25,29,3
29018,46,3,10,2,21,0,29,8,40.95652,29,3
29019,13,2,6,2,7,0,10,8,41.923077,29,3
29021,11,2,6,2,6,0,8,5,48.454544,29,3
29022,1,0,0,0,1,0,1,1,50,29,1
29023,20,5,7,3,13,0,15,9,46.549999,29,3
29024,45,0,12,0,15,0,21,5,38.377777,29,1
29025,69,6,19,4,33,3,18,25,44.579712,29,3
29026,21,1,6,1,9,0,13,5,43.190475,29,3
29027,16,1,4,1,11,0,2,7,46.0625,29,3
29028,27,3,9,3,12,1,14,8,44.666668,29,3
29029,19,1,8,1,8,0,8,2,46.157894,29,3
29030,2,1,1,1,1,0,1,1,45.5,29,3
29031,37,2,10,2,22,0,23,8,38.756756,29,3
